e1CPT_Code_Desc,e1Units,Billed,Avg Billed,CPT Payments,Avg CPT Pay per charge line,Avg Cpt Pay per Unit,Average of ReimbRate,,CPT Code,Value Care,Focal Point,Actual pay,Average of ReimbRate,Unit
"94010 - Spirometry, with graphic recording (Professional)",2,46,23,46,23,23,100.0%,,94010, $41.32 , $37.19 , $23.00 ,100.0%,2
92136 - OPHTHALMIC BIOMETRY (Professional),1,58,58,45,45,45,77.8%,,92136, $46.02 , $27.30 , $45.14 ,77.8%,1
RTPOD - Powersteps - Full Pair (Powerstep),1,44,44,44,44,44,100.0%,,RTPOD, Not Found , Not Found , $44.00 ,100.0%,1
87109 - MYCOPLASMA,4,106,21,44,9,11,55.0%,,87109, $15.39 , $13.85 , $10.97 ,55.0%,4
G2214 - Init/sub psych care m 1st 30,1,132,132,44,44,44,33.0%,,G2214, $71.60 , $64.44 , $43.62 ,33.0%,1
74420 - CONTRST X-RAY URINARY TRACT (Global),1,532,532,43,43,43,8.1%,,74420, $142.21 , $40.24 , $43.20 ,8.1%,1
"73592 - X-RAY EXAM OF LOWER EXT, INF, MIN 2V (Technical)",1,43,43,43,43,43,100.0%,,73592, $44.71 , $12.85 , $43.00 ,100.0%,1
90656 - FluLaval Preservative Free,2,94,47,42,21,21,45.0%,,90656, $21.17 , $21.17 , $21.17 ,45.0%,2
76000 - FLUOROSCOPE EXAM (Professional),6,174,29,41,7,7,70.8%,,76000, $51.54 , $46.39 , $6.84 ,70.8%,6
A4570 - SPLINT,1,41,41,41,41,41,100.0%,,A4570, Not Found , Not Found , $41.00 ,100.0%,1
J1885 - Toradol 30 mg,59,413,23,40,2,1,9.7%,,J1885, $0.39 , $0.39 , $0.68 ,9.7%,59
IRRIS - Irrisept Irrigation System,1,39,39,39,39,39,100.0%,,IRRIS, Not Found , Not Found , $39.00 ,100.0%,1
A6449 - Ace wrap 3 to 5 inches,28,280,10,39,1,1,16.9%,,A6449, $1.72 , $1.72 , $1.38 ,16.9%,28
"84075 - ASSAY, ALKALINE PHOSPHATASE",8,208,26,39,5,5,18.6%,,84075, $5.18 , $4.66 , $4.84 ,18.6%,8
"G2212 - Prolonged Services, additional 30 minutes",3,201,67,38,13,13,57.3%,,G2212, $38.40 , $34.56 , $12.80 ,57.3%,3
"73630 - X-RAY EXAM OF FOOT, COMP, MIN 3V (Professional)",2,46,23,38,19,19,82.4%,,73630, $49.06 , $44.15 , $18.95 ,82.4%,2
43753 - TX GASTRO INTUB W/ASP,1,49,49,38,38,38,76.7%,,43753, $37.60 , $33.84 , $37.60 ,76.7%,1
94761 - PULSE OX MULTI,5,250,50,34,7,7,67.6%,,94761, $5.23 , $4.71 , $6.76 ,67.6%,5
A9575 - Clariscan 20 mL Waste,250,88,9,33,3,0,37.9%,,A9575, $0.12 , $0.12 , $0.13 ,37.9%,250
96136 - PSYCL/NRPSYC TST PHY/QHP 1ST,1,92,92,33,33,33,35.5%,,96136, $67.99 , $61.19 , $32.66 ,35.5%,1
"88112 - CYTOPATH, CELL ENHANCE TECH (Professional)",1,104,104,32,32,32,30.8%,,88112, $32.00 , $28.80 , $32.00 ,30.8%,1
99407 - Tobacco counseling > 10 Min,8,440,55,32,4,4,58.1%,,99407, $32.94 , $29.65 , $4.00 ,58.1%,8
Q4022 - SHORT ARM SPLINT,3,402,134,32,11,11,7.9%,,Q4022, $10.64 , $10.64 , $10.64 ,7.9%,3
15853 - REMOVAL SUTR/STAPL XREQ ANES,3,69,17,32,8,11,68.9%,,15853, $19.67 , $17.70 , $10.57 ,68.9%,3
G0010 - ADMIN HEPATITIS B VACCINE,1,42,42,32,32,32,75.0%,,G0010, $34.80 , $31.32 , $31.50 ,75.0%,1
94618 - PULMONARY STRESS TESTING (Technical),1,32,32,31,31,31,98.0%,,94618, $17.26 , $30.59 , $31.36 ,98.0%,1
Q9967 - Omnipaque  JW,215,67,11,30,5,0,44.6%,,Q9967, $0.15 , Not Found , $0.14 ,44.6%,215
"88160 - CYTOPATH SMEAR, OTHER SOURCE",1,155,155,30,30,30,19.1%,,88160, $54.40 , $75.60 , $29.60 ,19.1%,1
92025 - CORNEAL TOPOGRAPHY (Professional),1,37,37,29,29,29,77.6%,,92025, $29.29 , $26.36 , $28.73 ,77.6%,1
J7620 - Ipratropium/Albuterol (Duoneb),137,45,0,27,0,0,62.3%,,J7620, $0.22 , $0.22 , $0.19 ,62.3%,137
"82465 - ASSAY, CHOLEST, SERUMWHOLE",6,132,22,26,4,4,19.8%,,82465, $4.35 , $3.92 , $4.35 ,19.8%,6
77081 - DXA BONE DENSITY/PERIPHERAL,1,124,124,25,25,25,20.1%,,77081, $57.13 , $51.42 , $24.95 ,20.1%,1
Q4008 - CAST SUP LONG ARM PED FBRGLS,2,210,210,25,25,12,11.9%,,Q4008, $12.76 , $12.76 , $12.46 ,11.9%,2
92588 - OAE,1,140,140,25,25,25,17.7%,,92588, $52.30 , $47.07 , $24.77 ,17.7%,1
J2920 - Solu-Medrol 40 mg,5,30,8,23,6,5,76.8%,,J2920, Not Found , Not Found , $4.61 ,76.8%,5
J2405 - ONDANSETRON HCL INJECTION,224,"1,568",30,23,0,0,1.5%,,J2405, $0.10 , $0.10 , $0.10 ,1.5%,224
"84520 - ASSAY, BUN",6,120,20,22,4,4,18.7%,,84520, $3.95 , $3.56 , $3.75 ,18.7%,6
"73080 - X-RAY EXAM OF ELBOW, COMP, MIN 3V (Professional)",1,22,22,22,22,22,100.0%,,73080, $15.53 , $40.24 , $22.00 ,100.0%,1
93000 - EKG COMPLETE W/Intepretation,1,106,106,22,22,22,20.7%,,93000, $21.97 , $19.77 , $21.97 ,20.7%,1
70210 - X-RAY EXAM OF SINUSES (Technical),1,48,48,22,22,22,44.8%,,70210, $44.71 , $13.98 , $21.50 ,44.8%,1
A9575 - Clariscan 10 mL Waste,160,56,19,21,7,0,37.1%,,A9575, $0.12 , $0.12 , $0.13 ,37.1%,160
87220 - TISSUE EXAM FOR FUNGIOVAM,5,70,14,20,4,4,29.3%,,87220, $4.27 , $3.84 , $4.10 ,29.3%,5
"J1030 - METHYLPREDNISOLONE, 40 MG,",4,31,8,20,5,5,96.8%,,J1030, Not Found , Not Found , $5.08 ,96.8%,4
J9190 - FLUOROURACIL INJECTION,6,48,8,20,3,3,40.6%,,J9190, $1.89 , $1.89 , $3.25 ,40.6%,6
A9575 - Clariscan 15 mL Waste,150,53,7,20,2,0,37.1%,,A9575, $0.12 , $0.12 , $0.13 ,37.1%,150
"Q9963 - HOCM 350-399MG/ML IODINE,1ML",90,90,30,20,7,0,21.7%,,Q9963, $0.22 , Not Found , $0.22 ,21.7%,90
J2765 - INJ METOCLOPRAMIDE HCL TO 10 MG,18,36,2,19,1,1,52.2%,,J2765, $1.10 , $1.10 , $1.04 ,52.2%,18
99188 - Apply Topical Fluoride Varnish,1,26,26,18,18,18,70.4%,,99188, $18.30 , $16.47 , $18.30 ,70.4%,1
"82374 - ASSAY, BLOOD CARBON DIOXIDE",4,88,22,18,5,5,20.5%,,82374, $4.88 , $4.39 , $4.51 ,20.5%,4
S0119 - ONDANSETRON ORAL 4 MG,30,690,29,17,1,1,2.9%,,S0119, $0.63 , Not Found , $0.53 ,2.9%,30
"82435 - ASSAY, BLOOD CHLORIDES",4,64,16,17,4,4,26.5%,,82435, $4.60 , $4.14 , $4.25 ,26.5%,4
77072 - XRAYS FOR BONE AGE (Professional),1,20,20,16,16,16,81.0%,,77072, $31.67 , $43.60 , $16.20 ,81.0%,1
G0444 - Annual Depression Screening,4,140,35,16,4,4,45.9%,,G0444, $21.60 , $19.44 , $4.01 ,45.9%,4
J8540 - ORAL DEXAMETHASONE,198,198,7,14,1,0,13.0%,,J8540, $0.02 , $0.02 , $0.13 ,13.0%,198
"84155 - ASSAY, PROTEIN, SERUM, TOTAL",4,76,19,13,3,3,17.2%,,84155, $3.67 , $3.30 , $3.27 ,17.2%,4
90688 - Flu Vaccine (Quadrivalent) 0.5 ml,1,25,25,13,13,13,50.0%,,90688, Not Found , Not Found , $12.50 ,50.0%,1
Q4018 - LONG ARM CAST- ADULT,1,134,134,12,12,12,9.2%,,Q4018, $12.68 , $12.68 , $12.39 ,9.2%,1
G0328 - IFOBT MCARE,1,32,32,12,12,12,37.6%,,G0328, $18.05 , $16.25 , $12.02 ,37.6%,1
"J7613 - Albuterol, nebulized, per 1 mg",163,981,7,12,0,0,1.3%,,J7613, $0.09 , $0.09 , $0.07 ,1.3%,163
A4358 - LEG BAG,75,975,10,12,0,0,15.1%,,A4358, $6.41 , $6.41 , $0.16 ,15.1%,75
Q4024 - CAST SUP SHT ARM SPLNT PED F,2,134,67,11,5,5,7.9%,,Q4024, $5.33 , $5.33 , $5.27 ,7.9%,2
J3301 - Kenalog 10mg,10,70,23,10,3,1,13.8%,,J3301, $0.95 , $0.95 , $0.96 ,13.8%,10
82010 - ACETONE ASSAY,1,21,21,8,8,8,38.9%,,82010, $8.17 , $7.35 , $8.17 ,38.9%,1
"73610 - X-RAY EXAM OF ANKLE, COMP, MIN 3V (Professional)",1,18,18,8,8,8,44.3%,,73610, $52.79 , $47.51 , $7.98 ,44.3%,1
"J9260 - METHOTREXATE SODIUM, 50 MG",3,57,19,8,3,3,13.8%,,J9260, $2.49 , $2.49 , $2.63 ,13.8%,3
A4565 - SLINGS,1,21,21,8,8,8,35.9%,,A4565, $7.53 , $7.53 , $7.53 ,35.9%,1
80051 - ELECTROLYTE PANEL,1,35,35,7,7,7,20.0%,,80051, $7.01 , $6.31 , $7.01 ,20.0%,1
J7609 - ALBUTEROL COMP UNIT,13,13,3,7,1,1,50.0%,,J7609, Not Found , Not Found , $0.50 ,50.0%,13
J2930 - Solu-Medrol up to 125 mg,3,19,3,6,1,2,34.1%,,J2930, Not Found , Not Found , $2.16 ,34.1%,3
J1885 - Ketorolac per 15 mg,10,70,18,6,2,1,9.4%,,J1885, $0.39 , $0.39 , $0.66 ,9.4%,10
A7004 - NEBULIZER SET UP,7,28,4,6,1,1,26.2%,,A7004, Not Found , Not Found , $0.90 ,26.2%,7
J0171 - Epinephrine 1:1000,3,6,2,6,2,2,93.3%,,J0171, Not Found , Not Found , $1.93 ,93.3%,3
"J1020 - METHYLPREDNISOLONE, 20 MG,",1,5,5,5,5,5,100.0%,,J1020, Not Found , Not Found , $5.00 ,100.0%,1
"Q9967 - LOCM 300-399MG/ML IODINE,1ML",40,12,6,5,2,0,38.7%,,Q9967, $0.15 , Not Found , $0.12 ,38.7%,40
96161 - CAREGIVER HEALTH RISK ASSMT,1,10,10,4,4,4,36.9%,,96161, $4.18 , $3.76 , $3.69 ,36.9%,1
Q4049 - FINGER SPLINT STATIC,2,40,20,4,2,2,9.1%,,Q4049, $1.84 , $1.84 , $1.82 ,9.1%,2
J1580 - Gentamicin 80mg/2ml,1,4,4,3,3,3,75.3%,,J1580, $2.88 , $2.88 , $3.01 ,75.3%,1
J0692 - INJ CEFEPIME HYDROCHLORID 500 MG,2,6,6,3,3,1,45.5%,,J0692, $1.35 , $1.35 , $1.37 ,45.5%,2
99080 - SPECIAL REPORTSINSURANCE FOR,8,702,88,3,0,0,3.1%,,99080, Not Found , Not Found , $0.33 ,3.1%,8
S8100 - HOLD CHAMB W/INHAL/NEBULIZR;NO MASK,144,"3,212",22,3,0,0,2.2%,,S8100, Not Found , Not Found , $0.02 ,2.2%,144
A4351 - STRAIGHT TIP URINE CATHETER,2,10,5,2,1,1,30.2%,,A4351, $1.51 , $1.51 , $0.76 ,30.2%,2
J7040 - NORMAL SALINE SOLUTION INFU,1,17,17,1,1,1,8.8%,,J7040, $1.52 , $1.52 , $1.49 ,8.8%,1
"A6448 - Ace Wrap, < 3",6,36,6,1,0,0,18.7%,,A6448, $1.13 , $1.13 , $0.19 ,18.7%,6
99499 - UNLISTED E&M SERVICE,108,1,0,1,0,0,,,99499, Not Found , Not Found , $0.01 ,0.0%,108
J2371 - Inj phenylephrine hcl 20 mcg,63,7,7,1,1,0,9.1%,,J2371, Not Found , Not Found , $0.01 ,9.1%,63
J3475 - INJECTION MG SULPHATE PER 500 MG,1,3,3,1,1,1,16.6%,,J3475, $0.55 , $0.55 , $0.54 ,16.6%,1
J7614 - XOPENEX,5,38,13,1,0,0,1.3%,,J7614, $0.10 , $0.10 , $0.10 ,1.3%,5
J7644 - Ipratropium Bromide Inhaled Solution,1,6,6,0,0,0,6.8%,,J7644, $0.43 , $0.43 , $0.41 ,6.8%,1
J0517 - Fasenra 30mg,"1,001",0,0,0,0,0,,,J0517, $184.94 , $184.94 , $0.00 ,0.0%,"1,001"
J3590 - UNCLASSIFIED BIOLOGICS (No Charge Drug),30,0,0,0,0,0,,,J3590, Not Found , Not Found , $0.01 ,0.0%,30
J3590 - UNCLASSIFIED BIOLOGICS,30,0,0,0,0,0,,,J3590, Not Found , Not Found , $0.01 ,0.0%,30
J3590 - Dupixent 300 MG,25,0,0,0,0,0,,,J3590, Not Found , Not Found , $0.01 ,0.0%,25
J2357 - OMALIZUMAB INJECTION PER 5MG (No Charge Drug),30,0,0,0,0,0,,,J2357, $44.62 , $44.62 , $0.01 ,0.0%,30
"J7611 - ALBUTEROL,CONCENT, 1MG",1,6,6,0,0,0,3.0%,,J7611, $0.18 , $0.18 , $0.18 ,3.0%,1
J3420 - Vitamin B-12,9,0,0,0,0,0,,,J3420, $1.05 , $1.05 , $0.01 ,0.0%,9
Q9991 - Sublocade KX modifier,9,0,0,0,0,0,,,Q9991," $2,174.21 ", Not Found , $0.01 ,0.0%,9
1111F - Post-Discharge Med Reconciliation,221,2,0,0,0,0,,,1111F, Not Found , Not Found , $0.00 ,0.0%,221
J0775 - XIAFLEX - (No Charge Drug),5,0,0,0,0,0,,,J0775, $80.48 , $80.48 , $0.01 ,0.0%,5
"J0775 - XIAFLEX, Collagenase Clostridium histolyticum",4,0,0,0,0,0,,,J0775, $80.48 , $80.48 , $0.01 ,0.0%,4
1158F - ADVNC CARE PLAN TLK DOCD,438,4,0,0,0,0,,,1158F, Not Found , Not Found , $0.00 ,0.0%,438
"85610 - A/D halfway house, per diem",1,1,1,0,0,0,3.0%,,85610, $4.29 , $3.86 , $0.03 ,3.0%,1
3288F - FALL RISK ASSESSMENT DOCD,474,5,0,0,0,0,,,3288F, Not Found , Not Found , $-   ,0.0%,474
1159F - MED LIST DOCD IN RCRD,280,3,0,0,0,0,,,1159F, Not Found , Not Found , $0.00 ,0.0%,280
1160F - RVW MEDS BY RX/DR IN RCRD,279,3,0,0,0,0,,,1160F, Not Found , Not Found , $0.00 ,0.0%,279
1170F - FXNL STATUS ASSESSED,252,3,0,0,0,0,,,1170F, Not Found , Not Found , $0.00 ,0.0%,252
"J0517 - Inj., benralizumab, 1 mg (No Charge Drug)",2,0,0,0,0,0,,,J0517, $184.94 , $184.94 , $0.01 ,0.0%,2
J1569 - Gammagard liq 5 gm,260,0,0,0,0,0,,,J1569, $52.58 , $52.58 , $0.00 ,0.0%,260
J2182 - Nucala (Patient Supplied),2,0,0,0,0,0,,,J2182, $34.46 , $34.46 , $0.01 ,0.0%,2
Q9992 - Sublocade-Buprenorphine 300 mg,2,0,0,0,0,0,,,Q9992," $2,174.21 ", Not Found , $0.01 ,0.0%,2
1123F - ACP DISCUSS/DSCN MKR DOCD,88,1,0,0,0,0,,,1123F, Not Found , Not Found , $0.00 ,0.0%,88
90623 - MENACWY-TT MENB-FHBP VACC IM,2,0,0,0,0,0,,,90623, Not Found , Not Found , $0.01 ,0.0%,2
90677 - Prevnar  20 (VFC),9,0,0,0,0,0,,,90677, $296.43 , $296.43 , $0.00 ,0.0%,9
90686 - Fluzone Preservative Free (VFC),6,0,0,0,0,0,,,90686, Not Found , Not Found , $0.00 ,0.0%,6
90696 - Kinrix (VFC),2,0,0,0,0,0,,,90696, $69.20 , $69.20 , $0.01 ,0.0%,2
90710 - Proquad (VFC),2,0,0,0,0,0,,,90710, $299.87 , $299.87 , $0.01 ,0.0%,2
90715 - Tdap (VFC),2,0,0,0,0,0,,,90715, $52.24 , $52.24 , $0.01 ,0.0%,2
99023 - Pre- Op Visit,68,0,0,0,0,0,,,99023, Not Found , Not Found , $0.00 ,0.0%,68
J1950 - LUPRON 3.75      $474.66 2/04,1,0,0,0,0,0,,,J1950," $1,910.81 "," $1,910.81 ", $0.01 ,0.0%,1
J2357 - Xolair per 5 mg,1,0,0,0,0,0,,,J2357, $44.62 , $44.62 , $0.01 ,0.0%,1
"L3808 - WHFO, RIGID W/O JOINTS",1,0,0,0,0,0,,,L3808, $281.61 , $281.61 , $0.01 ,0.0%,1
90648 - HIB (VFC),11,0,0,0,0,0,,,90648, $14.34 , $14.34 , $0.00 ,0.0%,11
90680 - Rotavirus (VFC),7,0,0,0,0,0,,,90680, $106.59 , $106.59 , $0.00 ,0.0%,7
90723 - Pediarix (VFC),8,0,0,0,0,0,,,90723, $111.23 , $111.23 , $0.00 ,0.0%,8
G8417 - BMI >=30 CALCUATE W/FOLLOWUP,120,1,0,0,0,0,,,G8417, Not Found , Not Found , $-   ,0.0%,120
 - Prednisolone Sodium 15 mg/5 mL,1,0,0,0,0,0,,,, Not Found , Not Found , $-   ,0.0%,1
0013A - ADM SARSCOV2 100MCG/0.5ML 3RD,2,80,40,0,0,0,,,0013A, Not Found , Not Found , $-   ,0.0%,2
0209T - AUDIOMETRY AIR & BONE,1,0,0,0,0,0,,,0209T, $50.40 , $45.36 , $-   ,0.0%,1
0211T - SPEECH AUDIOM THRESH & RECOG,10,0,0,0,0,0,,,0211T, $45.60 , $41.04 , $-   ,0.0%,10
0212T - COMPRE AUDIOMETRY EVALUATION,6,0,0,0,0,0,,,0212T, $46.80 , $42.12 , $-   ,0.0%,6
0500F - INITIAL PRENATAL CARE VISIT,511,0,0,0,0,0,,,0500F, Not Found , Not Found , $-   ,0.0%,511
0503F - POSTPARTUM CARE VISIT,608,0,0,0,0,0,,,0503F, Not Found , Not Found , $-   ,0.0%,608
10006 - FNA BX W/US GDN EA ADDL,3,321,107,0,0,0,,,10006, $102.97 , $92.67 , $-   ,0.0%,3
11045 - DEB SUBQ TISSUE ADD-ON,8,592,592,0,0,0,,,11045, $70.00 , $63.00 , $-   ,0.0%,8
11101 - BX OF SKIN EA ADDTL,1,0,0,0,0,0,,,11101, Not Found , Not Found , $-   ,0.0%,1
1124F - ACP DISCUSS-NO DSCNMKR DOCD,22,0,0,0,0,0,,,1124F, Not Found , Not Found , $-   ,0.0%,22
1125F - AMNT PAIN NOTED PAIN PRSNT,16,0,0,0,0,0,,,1125F, Not Found , Not Found , $-   ,0.0%,16
1126F - AMNT PAIN NOTED NONE PRSNT,8,0,0,0,0,0,,,1126F, Not Found , Not Found , $-   ,0.0%,8
1175F - FUNCTION STAT ASSESSED RVWD,3,0,0,0,0,0,,,1175F, Not Found , Not Found , $-   ,0.0%,3
"15851 - REMOVAL OF SUTURES, OTHER S",1,197,197,0,0,0,,,15851, $185.12 , $166.61 , $-   ,0.0%,1
2001F - WEIGHT RECORD,1,0,0,0,0,0,,,2001F, Not Found , Not Found , $-   ,0.0%,1
25 - Separate E/M,1,0,0,0,0,0,,,25, Not Found , Not Found , $-   ,0.0%,1
28005 - DRAIN FOOT BONE LESION,1,"1,564","1,564",0,0,0,,,28005, $975.93 , $878.34 , $-   ,0.0%,1
28630 - TREAT TOE DISLOCATION,0,0,0,0,0,,,,28630, $263.22 , $236.90 , $-   ,0.0%,0
29280 - STRAPPING OF HAND OR FINGER,1,111,111,0,0,0,,,29280, $50.33 , $45.30 , $-   ,0.0%,1
29405 - Apply short leg cast,1,224,224,0,0,0,,,29405, $134.79 , $121.31 , $-   ,0.0%,1
29822 - LIM DEBRIDEMENT,1,"1,277","1,277",0,0,0,,,29822, $932.54 , $839.29 , $-   ,0.0%,1
3008F - BODY MASS INDEX DOCD,96,1,0,0,0,0,,,3008F, Not Found , Not Found , $-   ,0.0%,96
3014F - SCREEN MAMMO DOC REV,1,0,0,0,0,0,,,3014F, Not Found , Not Found , $-   ,0.0%,1
3017F - COLORECTAL CA SCREEN DOC REV,23,0,0,0,0,0,,,3017F, Not Found , Not Found , $-   ,0.0%,23
3044F - HG A1C LEVEL LT 7.0%,10,0,0,0,0,0,,,3044F, Not Found , Not Found , $-   ,0.0%,10
30468 - RPR NSL VLV COLLAPSE W/IMPLT,0,0,0,0,0,,,,30468," $4,599.08 "," $4,139.17 ", $-   ,0.0%,0
3046F - HEMOGLOBIN A1C LEVEL > 9.0%,3,0,0,0,0,0,,,3046F, Not Found , Not Found , $-   ,0.0%,3
3048F - LDL-C <100 MG/DL,6,0,0,0,0,0,,,3048F, Not Found , Not Found , $-   ,0.0%,6
3051F - HG A1C>EQUAL 7.0%<8.0%,6,0,0,0,0,0,,,3051F, Not Found , Not Found , $-   ,0.0%,6
3052F - HG A1C>EQUAL 8.0%<EQUAL 9.0%,3,0,0,0,0,0,,,3052F, Not Found , Not Found , $-   ,0.0%,3
3060F - POS MICROALBUMINURIA REV,7,0,0,0,0,0,,,3060F, Not Found , Not Found , $-   ,0.0%,7
3061F - NEG MICROALBUMINURIA REV,9,0,0,0,0,0,,,3061F, Not Found , Not Found , $-   ,0.0%,9
3062F - POS MACROALBUMINURIA REV,1,0,0,0,0,0,,,3062F, Not Found , Not Found , $-   ,0.0%,1
3072F - LOW RISK FOR RETINOPATHY,8,0,0,0,0,0,,,3072F, Not Found , Not Found , $-   ,0.0%,8
3074F - SYST BP LT 130 MM HG,18,0,0,0,0,0,,,3074F, Not Found , Not Found , $-   ,0.0%,18
3075F - SYST BP GE 130 - 139MM HG,13,0,0,0,0,0,,,3075F, Not Found , Not Found , $-   ,0.0%,13
3077F - SYST BP = 140 MM HG6 IT,15,0,0,0,0,0,,,3077F, Not Found , Not Found , $-   ,0.0%,15
3078F - DIAST BP < 80 MM HG,18,0,0,0,0,0,,,3078F, Not Found , Not Found , $-   ,0.0%,18
3079F - DIAST BP 80-89 MM HG,20,0,0,0,0,0,,,3079F, Not Found , Not Found , $-   ,0.0%,20
3080F - DIAST BP = 90 MM HG,8,0,0,0,0,0,,,3080F, Not Found , Not Found , $-   ,0.0%,8
36000 - IV Placement,26,"3,796",146,0,0,0,,,36000, $51.49 , $46.34 , $-   ,0.0%,26
3725F - SCREEN DEPRESSION PERFORMED,13,0,0,0,0,0,,,3725F, Not Found , Not Found , $-   ,0.0%,13
4010F - ACE/ARB THERAPY RXD/TAKEN,14,0,0,0,0,0,,,4010F, Not Found , Not Found , $-   ,0.0%,14
4013F - STATIN THERAPY/CURRENTLY TKN,27,0,0,0,0,0,,,4013F, Not Found , Not Found , $-   ,0.0%,27
43236 - UP GI W INJ,2,"2,182","1,091",0,0,0,,,43236, $717.34 , $645.61 , $-   ,0.0%,2
43774 - LAP REMOV ADJ GAST BAND/PORT,3,"6,654","2,218",0,0,0,,,43774," $1,660.87 "," $1,494.78 ", $-   ,0.0%,3
46760 - REPAIR OF ANAL SPHINCTER,1,0,0,0,0,0,,,46760," $1,881.86 "," $1,693.67 ", $-   ,0.0%,1
50387 - CHANGE EXT/INT URETER STENT,0,0,0,0,0,,,,50387," $1,004.28 ", $903.85 , $-   ,0.0%,0
"50949 - LAPAROSCOPE PROC, URETER",1,"2,668","2,668",0,0,0,,,50949, Not Found , Not Found , $-   ,0.0%,1
50949 - Laparoscopic Ureterolysis,1,0,0,0,0,0,,,50949, Not Found , Not Found , $-   ,0.0%,1
52234 - CYSTOSCOPY AND TREATMENT,0,0,0,0,0,,,,52234, $412.47 , $371.22 , $-   ,0.0%,0
53899 - Optilume Urethral Stricture Treatment,0,0,0,0,0,,,,53899, Not Found , Not Found , $-   ,0.0%,0
54105 - BIOPSY OF PENIS,1,660,660,0,0,0,,,54105, $472.06 , $424.85 , $-   ,0.0%,1
54512 - EXCISE LESION TESTIS (Facility),1,"1,168","1,168",0,0,0,,,54512, $910.56 , $819.50 , $-   ,0.0%,1
55520 - REMOVAL OF SPERM CORD LESIO,2,"1,482",741,0,0,0,,,55520, $792.55 , $713.30 , $-   ,0.0%,2
55899 - GENITAL SURGERY PROCEDURE (Facility),0,0,0,0,0,,,,55899, Not Found , Not Found , $-   ,0.0%,0
56800 - REPAIR OF VAGINA,1,0,0,0,0,0,,,56800, $435.61 , $392.05 , $-   ,0.0%,1
"64632 - N BLOCK INJ, COMMON DIGIT",0,0,0,0,0,,,,64632, $153.88 , $138.49 , $-   ,0.0%,0
69799 - EUSTACHIAN TUBOPLASTY ACCLARENT,1,0,0,0,0,0,,,69799, Not Found , Not Found , $-   ,0.0%,1
70480 - CT ORBITEARFOSSA WO DYE (Global),1,695,695,0,0,0,,,70480, $193.13 , $101.16 , $-   ,0.0%,1
73221 - MRI JOINT UPR EXTREM W/O DYE (Global),0,0,0,0,0,,,,73221, $273.86 , $107.87 , $-   ,0.0%,0
76000 - FLUOROSCOPE EXAM (Global),1,200,200,0,0,0,,,76000, $51.54 , $46.39 , $-   ,0.0%,1
76857 - US EXAM PELVIC LIMITED,2,0,0,0,0,0,,,76857, $45.33 , $79.36 , $-   ,0.0%,2
84145 - PROCALCITONIN (PCT),1,0,0,0,0,0,,,84145, $27.22 , $24.50 , $-   ,0.0%,1
"85027 - BLOOD COUNT, COMPL AUTO CBC",1,26,26,0,0,0,,,85027, $6.47 , $5.82 , $-   ,0.0%,1
85045 - AUTOMATED RETICULOCYTE COUNT,6,36,6,0,0,0,,,85045, $3.99 , $3.59 , $-   ,0.0%,6
87493 - C DIFF AMPLIFIED PROBE,0,0,0,0,0,,,,87493, $37.27 , $33.54 , $-   ,0.0%,0
90620 - Bexsero (MenB) VFC,1,0,0,0,0,0,,,90620, $255.96 , $255.96 , $-   ,0.0%,1
90633 - Hep A Peds (VFC),5,0,0,0,0,0,,,90633, $41.82 , $41.82 , $-   ,0.0%,5
90651 - Gardasil 9 VAL VFC,3,0,0,0,0,0,,,90651, $332.08 , $332.08 , $-   ,0.0%,3
90656 - Fluzone High-dose Preservative Free,2,0,0,0,0,0,,,90656, $21.17 , $21.17 , $-   ,0.0%,2
90658 - Fluzone Multi Dose Vial,1,44,44,0,0,0,,,90658, $20.71 , $20.71 , $-   ,0.0%,1
90661 - FLU VACC CELL CULT PRSV FREE,1,0,0,0,0,0,,,90661, $34.91 , $34.91 , $-   ,0.0%,1
90700 - DTaP (VFC),4,0,0,0,0,0,,,90700, $31.55 , $31.55 , $-   ,0.0%,4
90702 - DT Peds,0,0,0,0,0,,,,90702, Not Found , Not Found , $-   ,0.0%,0
"90703 - TETANUS VAC, ADSORBED, INTR",1,0,0,0,0,0,,,90703, Not Found , Not Found , $-   ,0.0%,1
90707 - MMR (VFC),2,0,0,0,0,0,,,90707, $102.41 , $102.41 , $-   ,0.0%,2
90716 - Varicella (VFC),2,0,0,0,0,0,,,90716, $197.51 , $197.51 , $-   ,0.0%,2
90734 - Meningococcal (VFC),2,0,0,0,0,0,,,90734, $179.95 , $179.95 , $-   ,0.0%,2
91301 - COVID-19 ZZZ_(Moderna),2,0,0,0,0,0,,,91301, Not Found , Not Found , $-   ,0.0%,2
91312 - Covid-19 Pfizer Bivalent Booster,2,0,0,0,0,0,,,91312, Not Found , Not Found , $-   ,0.0%,2
93325 - DOPPLER COLOR FLOW ADD-ON,2,0,0,0,0,0,,,93325, $4.71 , $4.24 , $-   ,0.0%,2
93660 - TILT TABLE EVALUATION,1,0,0,0,0,0,,,93660, $104.60 , $220.76 , $-   ,0.0%,1
94760 - PULSE OX SINGLE,101,808,8,0,0,0,,,94760, $3.66 , $3.29 , $-   ,0.0%,101
94762 - MEASURE BLOOD OXYGEN LEVEL,1,0,0,0,0,0,,,94762, $40.79 , $36.71 , $-   ,0.0%,1
